node_name/poi_id,checkin_cnt,poi_deltat,poi_index,latitude,longitude
119,31,67.70967741935483,119,40.73761,-73.987941
120,8,140.125,120,40.749994797972704,-73.97225034387054
121,7,100.71428571428571,121,40.8415358603095,-73.93958427255127
122,1,2.0,122,40.752904673044156,-73.97297925477788
123,8,40.375,123,40.74088420686416,-73.98983001708984
124,9,94.22222222222223,124,40.741329569976465,-73.98120944300699
125,12,208.08333333333334,125,40.702434999999994,-73.987073
126,18,93.88888888888889,126,40.72955059800335,-73.9843602377087
127,9,86.88888888888889,127,40.759993893420784,-73.99179223535523
128,6,23.833333333333332,128,40.76155662862304,-73.97852347886875
129,12,144.16666666666666,129,40.72596016102434,-73.98969753155339
130,12,115.75,130,40.75856600358517,-73.9889859009481
131,15,122.26666666666667,131,40.765006420148175,-73.98313522338867
132,9,154.11111111111111,132,40.728305999999996,-73.981973
133,42,64.14285714285714,133,40.75811656795351,-73.99289983661367
134,13,75.23076923076923,134,40.719209382315626,-73.99687107972214
135,10,279.2,135,40.73809430948774,-74.00388368084829
136,16,202.5625,136,40.74554757950622,-73.9472361249408
137,8,88.125,137,40.73644,-73.99734223
138,15,49.0,138,40.710042263302995,-73.96237246820378
139,8,26.625,139,40.757595135105426,-73.9868688583374
140,9,20.0,140,40.74450047047283,-73.99849513376128
141,11,43.45454545454545,141,40.76526318064232,-73.9815824906134
142,11,122.9090909090909,142,40.727144,-73.988872
143,18,99.22222222222223,143,40.75828,-73.96925300000001
144,38,61.578947368421055,144,40.72704085086805,-73.98383596074753
145,13,27.23076923076923,145,40.74939032832351,-73.98286232535908
146,8,51.0,146,40.73679403608297,-73.98679974554109
147,10,84.4,147,40.71815052485528,-73.96000767215456
148,12,93.08333333333333,148,40.752473428665645,-73.99451244669773
149,11,111.45454545454545,149,40.760753,-73.990799
150,13,53.38461538461539,150,40.73575459565617,-74.00079059301935
151,15,86.0,151,40.73234593572486,-73.98798731806886
152,10,146.5,152,40.734225002140064,-73.993703273938
153,8,95.375,153,40.757123775433385,-73.98948267102243
154,5,30.4,154,40.765591208049436,-73.97658359254557
155,7,42.285714285714285,155,40.71500225548567,-73.99686534099088
156,6,32.833333333333336,156,40.73037922382355,-73.989322
157,18,57.5,157,40.76502267205817,-73.98019552230834
158,17,30.352941176470587,158,40.73211863793743,-73.98541241884232
159,9,78.22222222222223,159,40.7483415520061,-73.99261289389636
160,24,103.58333333333333,160,40.72915518010633,-73.98702890317844
161,10,55.6,161,40.748293828776475,-74.00868102429098
162,14,97.5,162,40.723168316666666,-74.00301800000001
163,26,53.80769230769231,163,40.719339121490954,-74.00487184524536
164,13,75.38461538461539,164,40.726289149616534,-74.00039462826084
165,10,47.3,165,40.752188000000004,-73.993585
166,10,28.6,166,40.76808295805425,-73.98498579917869
167,11,51.81818181818182,167,40.727378625711744,-73.99219969562924
168,15,60.266666666666666,168,40.7442843333705,-74.00648321322095
169,10,29.3,169,40.727185592272576,-73.98873567581177
170,32,75.8125,170,40.71501300319713,-73.9514636993408
171,20,41.6,171,40.719607,-73.98676400000001
172,14,81.57142857142857,172,40.731681650303614,-73.99618148803711
173,14,34.857142857142854,173,40.74514799387085,-73.99811064164594
174,11,33.81818181818182,174,40.7438789760452,-73.98157101223632
175,26,34.42307692307692,175,40.741797,-73.997271
176,14,33.642857142857146,176,40.7452748056754,-73.99255501211806
177,12,242.25,177,40.71579773616086,-73.99704898030589
178,14,150.78571428571428,178,40.72563263365638,-74.00750041007996
179,15,58.93333333333333,179,40.772301,-73.955844
180,146,65.15753424657534,180,40.753727972632106,-73.98368835767094
181,16,64.3125,181,40.704238089238245,-74.01015578152591
182,16,87.9375,182,40.713435,-74.006141
183,3,214.33333333333334,183,40.70483494533927,-74.01370167732239
184,44,40.56818181818182,184,40.70566047104496,-74.00287628173828
185,23,171.7391304347826,185,40.720480045234375,-73.99355980323413
186,11,38.18181818181818,186,40.77932013777914,-73.95068596090887
187,23,28.782608695652176,187,40.73183947931137,-74.00335573618469
188,10,45.1,188,40.72130138172908,-73.98828574568053
189,10,91.6,189,40.71339779478764,-73.95115090913559
190,13,103.15384615384616,190,40.7221525738643,-73.98682594299315
191,202,164.5148514851485,191,40.828277211619216,-73.92655344439045
192,14,81.92857142857143,192,40.726138395129745,-73.994965811503
193,208,67.30288461538461,193,40.73528249691621,-73.99040315158284
194,6,221.83333333333334,194,40.719787277643924,-73.98724124700989
195,28,43.357142857142854,195,40.721291,-73.994262
196,7,13.714285714285714,196,40.82720714615709,-73.92603062509322
197,11,100.54545454545455,197,40.738566104329415,-74.00351067661738
198,10,36.8,198,40.72168,-73.987588
199,23,41.608695652173914,199,40.73353038489922,-74.00329835080741
200,9,146.66666666666666,200,40.73376270000001,-74.006264
201,13,107.6923076923077,201,40.70251833922344,-73.9935024149225
202,8,181.375,202,40.73968110242147,-73.98966883682196
203,19,64.0,203,40.73347071903565,-74.00228836535156
204,14,167.35714285714286,204,40.76215645567817,-73.9660917974963
205,30,69.7,205,40.719119,-73.958428
206,25,67.0,206,40.73395479525328,-74.00017656036309
207,10,130.6,207,40.757052340695424,-73.96721102606091
208,28,58.357142857142854,208,40.73369431021343,-74.00212123990059
209,14,42.857142857142854,209,40.714020883811436,-73.98987293243407
210,8,107.375,210,40.72615562548205,-73.98364284819402
211,8,51.875,211,40.72929738112394,-73.99183240753338
212,10,72.3,212,40.72460969592903,-73.98294267344437
213,14,106.35714285714286,213,40.75881854506599,-73.96865740411552
214,10,33.2,214,40.722120049082775,-73.94996166229248
215,8,60.375,215,40.741347,-74.00501468999998
216,10,12.5,216,40.739977397073005,-73.99332451104736
217,14,14.642857142857142,217,40.73461264837887,-73.99217674014386
218,16,63.625,218,40.72946499945696,-73.9999412763002
219,10,89.2,219,40.67823470225203,-73.96857131048762
220,12,146.91666666666666,220,40.679668384825625,-73.97820175
221,15,27.866666666666667,221,40.7386405913415,-73.99253368377686
222,6,63.166666666666664,222,40.78336854326545,-73.97819995880127
223,14,92.71428571428571,223,40.71437389875639,-73.95604140789462
224,58,43.0,224,40.72123579454978,-73.95244816617493
225,16,100.0625,225,40.721128035611365,-73.9930486679077
226,16,43.5,226,40.72651075083395,-73.98171901702881
227,34,75.1470588235294,227,40.72944585471527,-73.99366021156311
228,39,113.87179487179488,228,40.725014692400755,-73.99909973144531
229,19,84.57894736842105,229,40.72218306583256,-73.94993484020233
230,20,48.3,230,40.74051217947376,-74.00589215267118
231,17,17.11764705882353,231,40.75006726071233,-74.00270154186394
232,8,55.625,232,40.721294,-73.983994
233,105,55.44761904761905,233,40.73083612189599,-73.9976406097412
234,131,58.20610687022901,234,40.7569743825982,-73.98877355904662
235,219,53.34703196347032,235,40.74218830848454,-73.98792418909154
236,4,82.0,236,40.737831,-73.981022
237,7,29.285714285714285,237,40.76023134804513,-73.99512075872225
238,10,95.9,238,40.72686016559601,-73.99980166666667
239,18,75.27777777777777,239,40.74790144316557,-73.98689116651354
240,11,115.63636363636364,240,40.717776,-73.957848
241,8,130.125,241,40.761193926052755,-73.98700594707448
242,16,86.0,242,40.74036718964624,-74.00580607573977
243,29,60.758620689655174,243,40.75485025788179,-73.98800493858226
244,10,42.4,244,40.73138083854372,-74.00059103965759
245,21,46.666666666666664,245,40.731874658807826,-73.98396423902786
246,50,55.98,246,40.728279,-73.992795
247,7,73.28571428571429,247,40.77062934379982,-73.91698122024536
248,9,29.77777777777778,248,40.780482,-73.952901
249,18,60.44444444444444,249,40.74143709197247,-73.99324416730772
250,60,90.91666666666667,250,40.74140750304299,-73.9884379506111
251,27,33.44444444444444,251,40.717952061710704,-73.98541049112558
252,19,120.47368421052632,252,40.78567563696274,-73.9845085144043
253,8,26.75,253,40.739619,-74.006403
254,19,74.15789473684211,254,40.71992902385343,-74.00853182642739
255,91,38.64835164835165,255,40.74706188749892,-74.00519371032716
256,17,54.35294117647059,256,40.74311402567613,-73.98917528677009
257,10,40.9,257,40.76064468176889,-73.9860647444491
258,2,3.0,258,40.760472,-73.977779
259,8,107.375,259,40.73539435700936,-74.00042332138679
260,17,70.11764705882354,260,40.72459570391395,-73.99055837150034
261,12,56.5,261,40.67084402478737,-73.97775441385079
262,12,77.58333333333333,262,40.78459912500588,-73.97735840155991
263,9,119.22222222222223,263,40.74205475883487,-74.00401353836058
264,10,52.8,264,40.74043789,-73.998375
265,30,119.83333333333333,265,40.666674206504105,-73.9881709658848
266,43,55.69767441860465,266,40.740727951827786,-74.00861104297583
267,12,32.083333333333336,267,40.760817939210895,-73.99016238560442
268,15,48.266666666666666,268,40.73676141841841,-73.98462423637571
269,12,102.83333333333333,269,40.72041790246302,-73.98438319412892
270,25,57.0,270,40.719115896713525,-74.00343033714941
271,7,61.0,271,40.75691210542717,-73.98881373185681
272,151,50.50993377483444,272,40.75061379403183,-73.98856401443481
273,26,48.96153846153846,273,40.71362368518315,-73.94971014000632
274,9,123.11111111111111,274,40.72612736056985,-73.98620822075709
275,36,42.833333333333336,275,40.70443641202592,-74.0101236104965
276,31,56.87096774193548,276,40.69118178774824,-73.97480964660646
277,12,33.5,277,40.714122389004466,-73.94903280260148
278,8,55.75,278,40.72935086277476,-73.99878780634677
279,13,238.84615384615384,279,40.7290244760006,-73.98863582363357
280,122,81.19672131147541,280,40.7714256153356,-73.97350072860723
281,9,30.666666666666668,281,40.74000688350707,-74.00581181420306
282,13,79.61538461538461,282,40.77947180359367,-73.97769702081571
283,9,122.55555555555556,283,40.747558000000005,-73.993104
284,10,29.8,284,40.72910081035689,-74.00097996717962
285,82,92.3780487804878,285,40.74201604336381,-74.00516336676101
286,6,29.166666666666668,286,40.740015,-73.98220500000001
287,26,74.76923076923077,287,40.7120462,-73.95114079999999
288,35,72.8,288,40.75995453861961,-73.98016490585705
289,69,52.768115942028984,289,40.701457324192134,-74.01321428847186
290,46,37.32608695652174,290,40.71945037152671,-73.98781514808185
291,13,185.76923076923077,291,40.721957424936704,-73.99249076843263
292,17,133.1764705882353,292,40.78299485153325,-73.95890951156615
293,6,42.166666666666664,293,40.765859640049655,-73.914577960968
294,11,36.63636363636363,294,40.71813,-73.99024399999999
295,12,182.41666666666666,295,40.854935,-73.93711
296,19,96.52631578947368,296,40.734738,-74.002162
297,9,56.77777777777778,297,40.7261153835653,-73.9836887612032
298,9,36.0,298,40.73452445268984,-73.99826558632256
299,16,55.25,299,40.81821533976433,-73.96058739425644
300,10,27.1,300,40.764094308747225,-73.97870713573151
301,11,34.63636363636363,301,40.726963,-73.98375
302,9,93.77777777777777,302,40.75944749601904,-73.99131016856117
303,8,32.75,303,40.733412,-74.00624967
304,12,49.333333333333336,304,40.721502075213984,-73.98914337158203
305,12,93.5,305,40.739058,-73.99472
306,16,92.1875,306,40.72029728839814,-73.98828574568053
307,9,121.0,307,40.73301221,-74.003798
308,28,25.107142857142858,308,40.74455837028796,-73.99425029754639
309,34,43.705882352941174,309,40.764154619062964,-73.9868969055432
310,28,34.17857142857143,310,40.77361447158453,-73.9641058682518
311,40,64.4,311,40.74212740110424,-73.9985812139799
312,24,116.625,312,40.808219929576815,-73.96215395358303
313,18,102.5,313,40.723202,-73.98993540000001
314,11,33.72727272727273,314,40.743398762222654,-73.99335894406833
315,9,16.333333333333332,315,40.743412,-73.9775
316,11,165.36363636363637,316,40.69829137715981,-73.99663209915161
317,13,39.38461538461539,317,40.784663301055176,-73.97932123709242
318,6,43.0,318,40.75176892243845,-74.00419929924509
319,13,71.07692307692308,319,40.730193071582114,-73.9892728490903
320,30,114.5,320,40.67685118834076,-73.98010177430895
321,16,118.25,321,40.747513477864814,-73.99787535504552
322,9,65.11111111111111,322,40.73183205567358,-74.00324642658235
323,9,32.0,323,40.753926,-73.99154399999999
324,11,121.45454545454545,324,40.765263848749115,-73.98754541479174
325,8,138.5,325,40.756534165264014,-73.99421402877249
326,11,81.36363636363636,326,40.802321434021,-73.967963
327,11,101.81818181818181,327,40.805096999999996,-73.966071
328,21,95.66666666666667,328,40.743313,-73.97992594014012
329,8,52.125,329,40.778056,-73.97846529
330,9,136.66666666666666,330,40.744279,-73.995839
331,12,54.0,331,40.7499203905855,-73.97233069638938
332,9,17.77777777777778,332,40.72443788290764,-74.00274171175509
333,13,70.61538461538461,333,40.77223626730577,-73.95585198947303
334,11,96.0909090909091,334,40.72130847569321,-73.9880791419988
335,22,92.95454545454545,335,40.73960930329617,-74.00215063964924
336,17,139.11764705882354,336,40.66760245789949,-73.96317958831787
337,24,28.458333333333332,337,40.749859206365855,-73.98996152288103
338,36,66.16666666666667,338,40.76430758425931,-73.98882150650023
339,21,61.42857142857143,339,40.74492804048249,-73.98279345554494
340,69,110.55072463768116,340,40.77893665929487,-73.96229820007625
341,9,49.44444444444444,341,40.744377590430496,-73.99620538575003
342,22,68.31818181818181,342,40.71643185437982,-73.96150576233745
343,30,35.733333333333334,343,40.671638993520205,-73.96381202180841
344,12,44.333333333333336,344,40.72829298080731,-73.99119292464046
345,11,34.45454545454545,345,40.72483477849079,-73.98724698602909
346,11,129.8181818181818,346,40.76590104372365,-73.9634343210755
347,20,68.9,347,40.75453841655905,-73.98646647784138
348,11,87.54545454545455,348,40.742593,-74.000588
349,45,121.24444444444444,349,40.71370599034548,-74.01420126337966
350,578,57.81660899653979,350,40.75280620914171,-73.97717535495758
351,17,22.470588235294116,351,40.72898242586681,-73.9958381652832
352,69,122.3913043478261,352,40.75671096305903,-74.00100198012032
353,20,24.1,353,40.763555921176525,-73.97286772727965
354,8,213.125,354,40.72085990169618,-73.98799305706578
355,138,54.77536231884058,355,40.6639077699824,-73.970947265625
356,35,13.257142857142858,356,40.75688403086968,-73.9865630865097
357,49,44.795918367346935,357,40.756730685866216,-73.9740697462571
358,766,76.22454308093995,358,40.750794799423865,-73.99357639021292
359,33,29.242424242424242,359,40.78118443649759,-73.97320309300649
360,4,1.0,360,40.71505590186361,-73.9495034949479
361,8,71.0,361,40.72820506950233,-73.99927559299556
362,61,62.14754098360656,362,40.752309999999994,-73.97541899999999
363,14,143.28571428571428,363,40.722276452894924,-73.98881947082901
364,19,38.89473684210526,364,40.75291813039494,-73.9722560833373
365,14,144.85714285714286,365,40.673543,-73.967318
366,12,101.0,366,40.686479605906406,-73.97434294223784
367,15,101.6,367,40.70357833730756,-74.01618003845216
368,9,116.33333333333333,368,40.76628080764913,-73.95416443533469
369,26,67.15384615384616,369,40.56708944867224,-73.86546134948729
370,25,55.76,370,40.7311979118086,-74.00157272815704
371,8,65.75,371,40.75930175423635,-73.9849591255188
372,17,85.94117647058823,372,40.734195,-74.00316
373,14,211.5,373,40.745956449960254,-73.91464233398438
374,10,18.3,374,40.73843,-74.003967
375,5,165.8,375,40.751548474744546,-73.97530317306519
376,12,78.16666666666667,376,40.701593743002,-73.9959239959717
377,10,86.0,377,40.72675798960902,-73.99956095657589
378,13,24.846153846153847,378,40.721449221919386,-73.99761378765106
379,16,27.75,379,40.70710219573291,-74.01083290360494
380,18,45.72222222222222,380,40.73987099824526,-74.00698819554492
381,16,55.0,381,40.780519,-73.920682
382,5,119.0,382,40.74485099404667,-73.9582872390747
383,12,81.41666666666667,383,40.77308312955881,-73.98281335830687
384,9,38.666666666666664,384,40.741902,-73.98257443333334
385,7,58.714285714285715,385,40.67256636389564,-73.96884441375731
386,13,284.9230769230769,386,40.744277965248315,-73.99184796528314
387,13,76.92307692307692,387,40.75546586313989,-73.98723363876344
388,14,57.357142857142854,388,40.76039529078601,-73.92194884568283
389,17,41.35294117647059,389,40.728170233630145,-73.9878495820916
390,7,73.57142857142857,390,40.71990943,-73.987776
391,13,107.84615384615384,391,40.757578990477185,-73.98615083024676
392,89,27.314606741573034,392,40.74828059076867,-73.98556262254716
393,9,118.11111111111111,393,40.729872,-73.980802
394,14,28.214285714285715,394,40.76123752676353,-73.97577434424305
395,11,140.27272727272728,395,40.74567555337789,-74.00567982950359
396,9,48.44444444444444,396,40.733280936339476,-74.00069877517723
397,20,17.15,397,40.75925299429778,-73.98515224456787
398,10,80.9,398,40.71815358787956,-73.99221117337089
399,71,38.943661971830984,399,40.76362499327396,-73.99757623672484
400,24,158.79166666666666,400,40.735696999999995,-74.006838
401,17,54.11764705882353,401,40.75242760187577,-73.99410499133779
402,17,72.58823529411765,402,40.686674858813724,-73.97774934768677
403,53,72.54716981132076,403,40.75853784442297,-73.98560285568237
404,9,117.11111111111111,404,40.72931421039228,-73.98930154388094
405,16,114.6875,405,40.73203003131454,-73.98549657721655
406,487,152.03901437371664,406,40.645089355976346,-73.7845230102539
407,126,92.12698412698413,407,40.73416736029532,-73.99048715829848
408,79,56.30379746835443,408,40.73485228613973,-73.99108529090881
409,10,78.3,409,40.743908000000005,-73.995035
410,27,29.074074074074073,410,40.73034808240199,-74.0111255573204
411,10,50.0,411,40.7183298474932,-73.95531243295073
412,13,69.0,412,40.73046578912947,-73.9892785880488
413,42,37.857142857142854,413,40.767923574321635,-73.98194432258606
414,16,35.1875,414,40.743041999999996,-73.99627199999999
415,24,52.5,415,40.7616909474116,-73.99105310440062
416,13,14.0,416,40.73646161638187,-73.9964751068622
417,4,38.5,417,40.7594122094148,-73.9917807575885
418,32,151.25,418,40.73135644834142,-73.98867130279541
419,12,285.8333333333333,419,40.72173557159932,-73.9959356642583
420,22,102.9090909090909,420,40.717542027538045,-73.95793318748473
421,13,58.0,421,40.738083740260244,-73.99064004421234
422,2,55.0,422,40.745877199136686,-73.97780567407608
423,12,96.66666666666667,423,40.721215,-73.98739300000001
424,30,18.4,424,40.68456336807218,-73.97761667053777
425,8,21.25,425,40.73038744892437,-74.17164389305131
426,38,36.73684210526316,426,40.73673498897392,-73.98976065994738
427,10,215.2,427,40.77364925929136,-73.98402163019159
428,11,22.636363636363637,428,40.73198685905517,-73.98380354367816
429,11,83.0909090909091,429,40.77665985450536,-73.95561665117528
430,10,76.1,430,40.75151596433163,-73.99352073669435
431,8,334.75,431,40.78587059895477,-73.97828578948975
432,54,47.666666666666664,432,40.733758,-73.988277
433,12,114.25,433,40.757501970350674,-73.98468736643798
434,19,87.73684210526316,434,40.73811372290695,-74.00196700522541
435,37,43.78378378378378,435,40.69404295325815,-73.98675916878359
436,23,42.21739130434783,436,40.756717428206045,-73.98858547210693
437,235,128.46382978723403,437,40.6896849354109,-74.17938709259033
438,27,50.407407407407405,438,40.74421527986642,-73.9885380368106
439,13,57.46153846153846,439,40.674201930669106,-74.01670575141905
440,173,107.04046242774567,440,40.763919207747456,-73.9731399591735
441,17,223.47058823529412,441,40.76173157920592,-73.96798610687256
442,21,46.142857142857146,442,40.676252435314225,-73.98015260696411
443,15,245.66666666666666,443,40.711295,-73.961444
444,17,33.705882352941174,444,40.848520982035865,-73.87776172536414
445,14,74.28571428571429,445,40.76328876000936,-73.97061458887566
446,10,716.3,446,40.733612,-73.993107
447,12,129.66666666666666,447,40.73019161989554,-73.98417084713711
448,10,73.5,448,40.729334571108616,-74.00369100272654
449,8,103.25,449,40.714482000000004,-73.957302
450,34,119.02941176470588,450,40.73675459511588,-73.99521589279175
451,8,27.375,451,40.74448927837928,-73.98132205009459
452,12,30.5,452,40.73008303366041,-74.00060695729111
453,18,44.0,453,40.69118178774824,-74.01678085327148
454,7,19.285714285714285,454,40.71122335281535,-74.00815486907959
455,26,93.23076923076923,455,40.73441062140292,-73.99081662273129
456,36,45.611111111111114,456,40.711812,-73.94906800000001
457,9,37.0,457,40.736507155759796,-73.98880407214166
458,10,85.9,458,40.774772,-73.954047
459,26,147.46153846153845,459,40.762715876834534,-73.98763664066797
460,25,157.56,460,40.72413519041223,-73.99778927450977
461,14,98.78571428571429,461,40.72828321132057,-73.99559140205382
462,4,33.75,462,40.690812,-73.991917
463,8,56.25,463,40.71789169215381,-74.0119743347168
464,11,19.818181818181817,464,40.74251160248479,-73.98034282192653
465,27,24.037037037037038,465,40.72645383618286,-73.99859547615051
466,24,40.958333333333336,466,40.725379,-73.98359599999999
467,17,35.11764705882353,467,40.76351284996753,-73.9869198616602
468,8,138.375,468,40.73136898702117,-73.9943115885299
469,5,37.0,469,40.74185966827029,-74.00508642196654
470,13,79.76923076923077,470,40.72370375004039,-73.99658414294873
471,16,48.75,471,40.742788354778206,-74.00067582070984
472,23,37.65217391304348,472,40.730909999999994,-74.00281899999999
473,11,49.72727272727273,473,40.73941066749411,-74.00158825866994
474,15,96.66666666666667,474,40.758992940688046,-73.9194917678833
475,8,38.0,475,40.774215000000005,-73.981176
476,76,78.48684210526316,476,40.74119771684408,-74.00239165956323
477,7,35.57142857142857,477,40.73598131890752,-74.0293093759129
478,16,251.0,478,40.57840084043545,-73.93618583679198
479,62,93.09677419354838,479,40.756993744590886,-73.98907899856567
480,73,85.0,480,40.734055576476344,-73.8708472251892
481,21,30.904761904761905,481,40.75327150388323,-73.9822769165039
482,49,95.95918367346938,482,40.76806170936614,-73.98184776306151
483,95,68.27368421052631,483,40.76232480057456,-73.96781444549559
484,28,52.714285714285715,484,40.73435871497599,-73.99081662273129
485,17,139.52941176470588,485,40.7290065334789,-73.98930154388094
